,location_origin,location_dest,Month,DayofMonth,DepDelay,Cancelled,WeatherDelay
43074,Boston MA,Philadelphia PA,7,27,946,3,0
43075,Boston MA,Philadelphia PA,8,15,491,3,80
43076,Boston MA,Philadelphia PA,11,4,-142,2,0
43077,Boston MA,Philadelphia PA,9,26,1065,3,36
43078,Boston MA,Philadelphia PA,4,29,389,1,94
43079,Boston MA,Philadelphia PA,10,22,-44,0,0
43080,Boston MA,Philadelphia PA,5,23,-41,1,0
43081,Boston MA,Philadelphia PA,3,27,-66,0,30
43082,Boston MA,Philadelphia PA,7,15,-65,2,0
43083,Boston MA,Philadelphia PA,5,26,-103,0,0
43084,Boston MA,Philadelphia PA,1,14,197,9,78
43085,Boston MA,Philadelphia PA,1,17,266,1,100
43086,Boston MA,Philadelphia PA,1,25,17,2,0
43087,Boston MA,Philadelphia PA,8,24,-41,0,0
43088,Boston MA,Philadelphia PA,11,23,-19,0,0
43089,Boston MA,Philadelphia PA,11,1,-36,0,0
43090,Boston MA,Philadelphia PA,10,15,109,0,0
43091,Boston MA,Philadelphia PA,3,29,15,0,0
43092,Boston MA,Philadelphia PA,6,17,115,1,65
43093,Boston MA,Philadelphia PA,1,7,-95,0,0
43094,Boston MA,Philadelphia PA,4,10,258,2,0
43095,Boston MA,Philadelphia PA,1,19,-20,0,0
43096,Boston MA,Philadelphia PA,1,21,86,1,0
43097,Boston MA,Philadelphia PA,9,20,22,0,0
43098,Boston MA,Philadelphia PA,5,3,-25,0,0
43099,Boston MA,Philadelphia PA,4,26,28,0,0
43100,Boston MA,Philadelphia PA,10,13,98,0,0
43101,Boston MA,Philadelphia PA,4,5,182,0,0
43102,Boston MA,Philadelphia PA,6,2,-13,1,0
43103,Boston MA,Philadelphia PA,4,11,48,0,8
43104,Boston MA,Philadelphia PA,10,3,-42,0,0
43105,Boston MA,Philadelphia PA,7,9,589,1,411
43106,Boston MA,Philadelphia PA,9,16,-125,0,0
43107,Boston MA,Philadelphia PA,6,29,320,3,150
43108,Boston MA,Philadelphia PA,7,19,-16,0,20
43109,Boston MA,Philadelphia PA,3,18,13,1,0
43110,Boston MA,Philadelphia PA,9,22,75,0,0
43111,Boston MA,Philadelphia PA,8,27,25,0,0
43112,Boston MA,Philadelphia PA,6,3,152,0,0
43113,Boston MA,Philadelphia PA,6,18,-20,1,4
43114,Boston MA,Philadelphia PA,10,2,-75,2,10
43115,Boston MA,Philadelphia PA,3,16,158,0,0
43116,Boston MA,Philadelphia PA,8,8,376,1,150
43117,Boston MA,Philadelphia PA,11,22,-35,0,0
43118,Boston MA,Philadelphia PA,8,11,811,4,210
43119,Boston MA,Philadelphia PA,8,9,273,0,0
43120,Boston MA,Philadelphia PA,3,23,-58,0,0
43121,Boston MA,Philadelphia PA,10,21,-106,0,0
43122,Boston MA,Philadelphia PA,2,19,-43,0,0
43123,Boston MA,Philadelphia PA,9,24,99,0,25
43124,Boston MA,Philadelphia PA,6,30,112,0,0
43125,Boston MA,Philadelphia PA,10,19,2,0,0
43126,Boston MA,Philadelphia PA,5,20,787,4,0
43127,Boston MA,Philadelphia PA,10,30,-111,0,0
43128,Boston MA,Philadelphia PA,8,31,-48,0,0
43129,Boston MA,Philadelphia PA,12,12,-30,6,20
43130,Boston MA,Philadelphia PA,12,6,-52,0,0
43131,Boston MA,Philadelphia PA,5,14,-120,0,0
43132,Boston MA,Philadelphia PA,1,10,-76,0,0
43133,Boston MA,Philadelphia PA,3,11,-91,0,0
43134,Boston MA,Philadelphia PA,4,28,817,3,0
43135,Boston MA,Philadelphia PA,9,7,-7,0,0
43136,Boston MA,Philadelphia PA,9,3,-96,1,0
43137,Boston MA,Philadelphia PA,2,6,59,0,0
43138,Boston MA,Philadelphia PA,9,17,-120,1,0
43139,Boston MA,Philadelphia PA,3,9,236,0,0
43140,Boston MA,Philadelphia PA,4,15,-98,2,0
43141,Boston MA,Philadelphia PA,11,29,-45,0,0
43142,Boston MA,Philadelphia PA,9,14,91,1,0
43143,Boston MA,Philadelphia PA,12,19,43,5,6
43144,Boston MA,Philadelphia PA,8,2,111,1,40
43145,Boston MA,Philadelphia PA,10,24,-36,1,0
43146,Boston MA,Philadelphia PA,3,14,34,1,0
43147,Boston MA,Philadelphia PA,10,9,-5,0,0
43148,Boston MA,Philadelphia PA,7,13,20,2,0
43149,Boston MA,Philadelphia PA,6,7,-24,1,0
43150,Boston MA,Philadelphia PA,3,13,121,1,0
43151,Boston MA,Philadelphia PA,3,31,321,1,17
43152,Boston MA,Philadelphia PA,2,18,560,1,0
43153,Boston MA,Philadelphia PA,3,5,399,1,0
43154,Boston MA,Philadelphia PA,7,6,296,0,80
43155,Boston MA,Philadelphia PA,5,6,-120,1,0
43156,Boston MA,Philadelphia PA,10,20,-119,0,0
43157,Boston MA,Philadelphia PA,2,5,580,5,95
43158,Boston MA,Philadelphia PA,8,13,-83,0,0
43159,Boston MA,Philadelphia PA,6,28,248,1,0
43160,Boston MA,Philadelphia PA,2,7,205,1,0
43161,Boston MA,Philadelphia PA,11,28,-126,0,0
43162,Boston MA,Philadelphia PA,11,8,24,0,0
43163,Boston MA,Philadelphia PA,1,28,-14,0,0
43164,Boston MA,Philadelphia PA,10,18,-7,0,0
43165,Boston MA,Philadelphia PA,3,4,40,3,18
43166,Boston MA,Philadelphia PA,2,28,20,0,5
43167,Boston MA,Philadelphia PA,10,26,-11,0,0
43168,Boston MA,Philadelphia PA,12,29,-55,1,0
43169,Boston MA,Philadelphia PA,1,22,329,0,0
43170,Boston MA,Philadelphia PA,4,1,714,6,622
43171,Boston MA,Philadelphia PA,5,19,142,0,0
43172,Boston MA,Philadelphia PA,11,19,-102,3,0
43173,Boston MA,Philadelphia PA,9,27,82,0,0
43174,Boston MA,Philadelphia PA,10,11,94,0,0
43175,Boston MA,Philadelphia PA,3,21,166,1,22
43176,Boston MA,Philadelphia PA,9,9,354,9,81
43177,Boston MA,Philadelphia PA,7,18,155,0,0
43178,Boston MA,Philadelphia PA,6,26,18,0,14
43179,Boston MA,Philadelphia PA,10,7,-118,0,0
43180,Boston MA,Philadelphia PA,8,4,-62,0,0
43181,Boston MA,Philadelphia PA,5,15,-52,1,0
43182,Boston MA,Philadelphia PA,9,25,207,1,0
43183,Boston MA,Philadelphia PA,9,1,-7,0,0
43184,Boston MA,Philadelphia PA,9,5,-22,0,0
43185,Boston MA,Philadelphia PA,6,5,850,2,339
43186,Boston MA,Philadelphia PA,11,11,-68,1,0
43187,Boston MA,Philadelphia PA,7,20,319,0,75
43188,Boston MA,Philadelphia PA,7,14,-17,2,0
43189,Boston MA,Philadelphia PA,4,14,-42,3,0
43190,Boston MA,Philadelphia PA,9,11,130,0,0
43191,Boston MA,Philadelphia PA,8,10,849,5,0
43192,Boston MA,Philadelphia PA,2,20,363,1,11
43193,Boston MA,Philadelphia PA,1,12,-25,0,0
43194,Boston MA,Philadelphia PA,7,11,-115,0,0
43195,Boston MA,Philadelphia PA,10,17,-62,0,0
43196,Boston MA,Philadelphia PA,4,30,-72,1,0
43197,Boston MA,Philadelphia PA,1,13,33,0,0
43198,Boston MA,Philadelphia PA,12,13,-25,0,0
43199,Boston MA,Philadelphia PA,11,18,-129,0,0
43200,Boston MA,Philadelphia PA,12,7,-11,0,0
43201,Boston MA,Philadelphia PA,12,10,761,6,0
43202,Boston MA,Philadelphia PA,1,16,-96,1,0
43203,Boston MA,Philadelphia PA,7,7,458,1,30
43204,Boston MA,Philadelphia PA,3,28,156,1,0
43205,Boston MA,Philadelphia PA,11,17,-145,1,0
43206,Boston MA,Philadelphia PA,2,21,-28,1,0
43207,Boston MA,Philadelphia PA,1,9,43,0,0
43208,Boston MA,Philadelphia PA,5,17,-12,0,0
43209,Boston MA,Philadelphia PA,3,30,-34,0,0
43210,Boston MA,Philadelphia PA,12,25,-53,0,0
43211,Boston MA,Philadelphia PA,9,18,98,1,0
43212,Boston MA,Philadelphia PA,8,17,53,0,0
43213,Boston MA,Philadelphia PA,2,15,81,1,0
43214,Boston MA,Philadelphia PA,4,7,13,2,30
43215,Boston MA,Philadelphia PA,12,5,-71,0,0
43216,Boston MA,Philadelphia PA,9,29,157,1,0
43217,Boston MA,Philadelphia PA,4,8,54,0,15
43218,Boston MA,Philadelphia PA,4,16,-89,0,0
43219,Boston MA,Philadelphia PA,4,3,56,0,0
43220,Boston MA,Philadelphia PA,12,15,169,1,0
43221,Boston MA,Philadelphia PA,2,4,-90,0,0
43222,Boston MA,Philadelphia PA,11,7,192,0,91
43223,Boston MA,Philadelphia PA,8,21,-115,1,0
43224,Boston MA,Philadelphia PA,12,22,548,1,128
43225,Boston MA,Philadelphia PA,7,23,-14,9,30
43226,Boston MA,Philadelphia PA,11,9,-27,0,0
43227,Boston MA,Philadelphia PA,5,8,-27,1,0
43228,Boston MA,Philadelphia PA,4,6,165,1,14
43229,Boston MA,Philadelphia PA,8,12,178,0,111
43230,Boston MA,Philadelphia PA,10,25,-31,1,0
43231,Boston MA,Philadelphia PA,3,1,28,0,0
43232,Boston MA,Philadelphia PA,1,20,-36,0,0
43233,Boston MA,Philadelphia PA,6,19,52,0,0
43234,Boston MA,Philadelphia PA,10,31,-115,1,0
43235,Boston MA,Philadelphia PA,1,5,-14,0,0
43236,Boston MA,Philadelphia PA,12,17,419,6,70
43237,Boston MA,Philadelphia PA,7,4,-100,0,0
43238,Boston MA,Philadelphia PA,3,15,161,0,90
43239,Boston MA,Philadelphia PA,5,29,-96,1,0
43240,Boston MA,Philadelphia PA,5,18,242,0,0
43241,Boston MA,Philadelphia PA,8,5,-1,0,0
43242,Boston MA,Philadelphia PA,8,1,75,3,0
43243,Boston MA,Philadelphia PA,8,28,125,0,0
43244,Boston MA,Philadelphia PA,12,31,177,2,42
43245,Boston MA,Philadelphia PA,8,18,-47,0,0
43246,Boston MA,Philadelphia PA,11,15,100,0,35
43247,Boston MA,Philadelphia PA,11,30,835,0,0
43248,Boston MA,Philadelphia PA,7,3,51,0,0
43249,Boston MA,Philadelphia PA,9,2,-65,1,0
43250,Boston MA,Philadelphia PA,2,23,30,1,41
43251,Boston MA,Philadelphia PA,6,10,59,2,104
43252,Boston MA,Philadelphia PA,2,17,76,0,0
43253,Boston MA,Philadelphia PA,8,19,-116,0,0
43254,Boston MA,Philadelphia PA,12,26,-53,1,0
43255,Boston MA,Philadelphia PA,3,20,270,0,207
43256,Boston MA,Philadelphia PA,1,1,177,1,0
43257,Boston MA,Philadelphia PA,7,10,55,1,0
43258,Boston MA,Philadelphia PA,4,27,39,0,0
43259,Boston MA,Philadelphia PA,5,22,32,0,0
43260,Boston MA,Philadelphia PA,7,1,114,0,0
43261,Boston MA,Philadelphia PA,8,3,149,0,10
43262,Boston MA,Philadelphia PA,2,27,-8,0,10
43263,Boston MA,Philadelphia PA,3,26,236,1,0
43264,Boston MA,Philadelphia PA,1,27,62,0,0
43265,Boston MA,Philadelphia PA,10,6,-105,0,0
43266,Boston MA,Philadelphia PA,6,24,334,3,123
43267,Boston MA,Philadelphia PA,3,22,-1,0,0
43268,Boston MA,Philadelphia PA,12,23,217,1,0
43269,Boston MA,Philadelphia PA,3,10,190,2,0
43270,Boston MA,Philadelphia PA,11,25,494,4,71
43271,Boston MA,Philadelphia PA,10,1,-72,4,0
43272,Boston MA,Philadelphia PA,12,3,-120,1,0
43273,Boston MA,Philadelphia PA,6,16,531,3,54
43274,Boston MA,Philadelphia PA,4,25,-83,0,0
43275,Boston MA,Philadelphia PA,8,7,397,2,0
43276,Boston MA,Philadelphia PA,8,16,144,0,60
43277,Boston MA,Philadelphia PA,2,26,228,0,0
43278,Boston MA,Philadelphia PA,7,24,954,4,288
43279,Boston MA,Philadelphia PA,5,25,-49,0,0
43280,Boston MA,Philadelphia PA,8,14,262,1,0
43281,Boston MA,Philadelphia PA,7,17,37,0,0
43282,Boston MA,Philadelphia PA,12,20,668,4,400
43283,Boston MA,Philadelphia PA,9,13,42,0,0
43284,Boston MA,Philadelphia PA,4,18,24,0,0
43285,Boston MA,Philadelphia PA,11,13,641,2,0
43286,Boston MA,Philadelphia PA,10,29,-121,0,0
43287,Boston MA,Philadelphia PA,12,27,281,2,0
43288,Boston MA,Philadelphia PA,5,21,11,0,0
43289,Boston MA,Philadelphia PA,8,25,-64,0,0
43290,Boston MA,Philadelphia PA,3,8,272,1,0
43291,Boston MA,Philadelphia PA,11,26,-84,0,0
43292,Boston MA,Philadelphia PA,11,14,960,2,315
43293,Boston MA,Philadelphia PA,5,28,-71,1,0
43294,Boston MA,Philadelphia PA,7,8,174,0,0
43295,Boston MA,Philadelphia PA,1,4,-49,0,0
43296,Boston MA,Philadelphia PA,5,2,287,0,131
43297,Boston MA,Philadelphia PA,4,13,80,0,10
43298,Boston MA,Philadelphia PA,12,28,97,0,0
43299,Boston MA,Philadelphia PA,1,31,-60,4,0
43300,Boston MA,Philadelphia PA,7,31,-61,0,0
43301,Boston MA,Philadelphia PA,5,10,-24,0,0
43302,Boston MA,Philadelphia PA,3,2,25,0,0
43303,Boston MA,Philadelphia PA,1,2,187,0,0
43304,Boston MA,Philadelphia PA,9,8,-18,0,0
43305,Boston MA,Philadelphia PA,6,20,-65,0,5
43306,Boston MA,Philadelphia PA,9,12,764,2,0
43307,Boston MA,Philadelphia PA,6,8,74,1,30
43308,Boston MA,Philadelphia PA,3,24,-82,1,0
43309,Boston MA,Philadelphia PA,6,1,188,1,0
43310,Boston MA,Philadelphia PA,9,6,60,0,28
43311,Boston MA,Philadelphia PA,5,30,-54,0,0
43312,Boston MA,Philadelphia PA,4,24,-107,0,30
43313,Boston MA,Philadelphia PA,1,11,466,0,177
43314,Boston MA,Philadelphia PA,5,1,103,0,0
43315,Boston MA,Philadelphia PA,11,10,-88,1,0
